1256;2020-07-07 11:20:21.439867+00;1;Aktiiviset
1257;2020-07-07 11:20:33.192079+00;2;Aktiiviset
1258;2020-07-07 11:21:09.748732+00;1;Aktiiviset
1259;2020-07-07 11:21:18.967181+00;2;Aktiiviset
1260;2020-07-07 11:21:21.634002+00;1;Aktiiviset
1261;2020-07-07 11:21:39.989205+00;2;Aktiiviset
1262;2020-07-07 11:21:50.487123+00;3;Aktiiviset
1263;2020-07-07 11:22:04.339773+00;2;Aktiiviset
1264;2020-07-07 11:22:16.302669+00;1;Aktiiviset
1265;2020-07-07 11:22:18.876829+00;0;Aktiiviset
1266;2020-07-07 11:22:53.434692+00;1;Aktiiviset
1267;2020-07-07 11:22:56.213915+00;2;Aktiiviset
1268;2020-07-07 11:23:04.143253+00;9;Alueella
1269;2020-07-07 11:23:10.198012+00;1;Aktiiviset
1270;2020-07-07 11:23:56.891984+00;8;Alueella
1271;2020-07-07 11:24:06.67565+00;0;Aktiiviset
